TT,ID,As,Fe,Mn,pH,Hardness,Coliforms,EC,X,Y,YLat,XLong,X-WGS84,Y-WGS84,Iddist
203,NN_CJ51,1.044,0.0007,0.001,7.2,88,0.1,250,426855.8779,1403827.718,12.6931,107.8283,1405295.634,155481.2772,CJ
141,NN_CJ53,0.92,0.0046,0.001,6.3,116,1500,260,426905.6414,1404405.296,12.6983,107.8288,1405873.344,155536.6448,CJ
18,NN_CJ54,1.919,0.0007,0.006,6.4,157,70,530,426905.6414,1404405.296,12.6983,107.8288,1405873.344,155536.6448,CJ
108,NN_CJ55,2.105,0.0016,0.015,7.1,281,70,750,427112.472,1406226.995,12.7148,107.8306,1407694.977,155761.218,CJ
107,NN_CJ56,1.126,0.0007,0.001,6.4,120,200,310,427720.3478,1404455.443,12.6988,107.8363,1405915.712,156352.6918,CJ
515,NN_CJ57,1.088,0.0031,0.001,6,112,40,270,427303.7273,1404345.885,12.6978,107.8324,1405810.043,155934.5796,CJ
516,NN_CJ58,0.859,0.0304,0.001,6.4,95,90,220,427471.1725,1403758.532,12.6925,107.834,1405220.462,156096.556,CJ
273,NN_CJ59,1.537,0.0007,0.001,8.2,129,150,420,426094.3743,1403362.613,12.6888,107.8213,1404837.353,154714.4978,CJ
129,NN_CJ6,0.93,0.0065,0.008,8,172,150,1540,428793.5856,1406536.146,12.7176,107.8461,1407988.268,157447.0717,CJ
214,NN_CJ61,1.679,0.4609,0.094,7.3,303,900,719,431153.3828,1406834.514,12.7203,107.8678,1408264.224,159812.1856,CJ
178,NN_CJ62,1.833,0.0318,0.003,7.1,129,110,510,434038.0799,1395482.639,12.6178,107.8946,1396873.117,162590.9459,CJ
58,NN_CJ63,1.54,0.1126,0.03,7,149,40,390,433883.9415,1395384.665,12.6169,107.8932,1396776.516,162435.7158,CJ
517,NN_CJ64,0.94,0.0535,0.004,7.3,90,150,249,428708.978,1396878.27,12.6303,107.8455,1398321.116,157269.7062,CJ
255,NN_CJ65,1.549,0.0334,0.009,7.3,112,40,390,431651.7296,1399578.245,12.6548,107.8726,1400995.72,160241.3479,CJ
43,NN_CJ66,0.838,0.0422,0.002,7.2,67,90,212,431942.8679,1400189.047,12.6603,107.8749,1401604.358,160506.9421,CJ
289,NN_CJ67,1.695,0.0371,0.021,7.1,136,200,497,432662.0784,1400642.116,12.6644,107.8819,1402050.995,161262.9253,CJ
518,NN_CJ68,1.904,0.051,0.003,7,136,40,980,431590.1454,1401569.613,12.6728,107.872,1402989.72,160198.7922,CJ
564,NN_CJ69,0.72,0.0304,0.001,7.4,67,0.1,169,431753.6888,1401824.268,12.6751,107.8735,1403243.067,160364.9466,CJ
172,NN_CJ7,1.764,0.1474,0.031,7.9,161,70,470,428758.7178,1407064.772,12.7224,107.8457,1408517.782,157412.1675,CJ
1,NN_CJ70,1.849,0.0546,0.011,7.3,179,70,503,431904.3268,1401731.72,12.6742,107.8749,1403148.979,160514.8508,CJ
37,NN_CJ71,1.867,0.0263,0.003,7.3,127,40,493,432249.9687,1402434.579,12.6806,107.878,1403849.239,160867.5915,CJ
519,NN_CJ72,1.653,0.0328,0.001,6.9,104,40,420,431966.728,1402588.901,12.682,107.8754,1404006.438,160585.5429,CJ
114,NN_CJ73,1.83,0.086,0.047,7.7,15,90,495,431303.9392,1406720.451,12.7193,107.8692,1408148.594,159961.7983,CJ
520,NN_CJ74,1.068,0.0364,0.001,7.3,113,150,285,431182.3534,1403862.966,12.6935,107.8682,1405289.343,159812.6015,CJ
262,NN_CJ75,1.034,0.1247,0.023,8,43,90,260,431684.5074,1399406.086,12.6532,107.8729,1400823.07,160272.5101,CJ
81,NN_CJ77,1.203,0.9762,0.012,6.6,93,150,320,423918.5242,1393012.669,12.5952,107.8015,1394497.159,152437.2485,CJ
148,NN_CJ78,1.61,0.0169,0.005,7.5,147,40,410,424251.3063,1394443.754,12.6082,107.805,1395926.61,152831.503,CJ
145,NN_CJ79,1.754,0.021,0.003,8,69,40,450,424024.8325,1394398.263,12.6078,107.8025,1395883.232,152556.8928,CJ
506,NN_CJ8,0.85,0.0209,0.001,6.7,90,110,220,424397.739,1404104.591,12.6955,107.8057,1405596.427,153023.1807,CJ
143,NN_CJ80,1.466,0.16,0.005,7.2,149,0.1,360,423276.0329,1394277.352,12.6066,107.7956,1395769.339,151806.1303,CJ
218,NN_CJ81,1.594,0.0757,0.006,7.5,147,90,420,423405.8422,1394289.602,12.6068,107.7968,1395780.363,151936.197,CJ
152,NN_CJ82,1.682,0.0224,0.005,7.5,128,70,440,420333.078,1393074.691,12.5957,107.7685,1394593.446,148848.4843,CJ
176,NN_CJ83,1.875,0.0231,0.025,7.6,244,40,510,420327.3161,1393173.04,12.5966,107.7685,1394691.959,148843.6542,CJ
258,NN_CJ84,2.039,0.037,0.005,7.8,163,15,560,420567.0859,1393651.747,12.6009,107.7707,1395168.905,149088.2553,CJ
166,NN_CJ85,1.961,0.1359,0.014,7.2,153,90,560,422984.3766,1393565.224,12.6002,107.7929,1395059.223,151507.3617,CJ
228,NN_CJ86,1.917,0.4624,0.044,7.2,180,150,580,422902.6468,1393476.33,12.5994,107.7922,1394971.012,151424.6951,CJ
133,NN_CJ87,1.735,0.4726,0.019,7,189,90,470,424112.5855,1393350.171,12.5983,107.8033,1394833.174,152634.7382,CJ
253,NN_CJ88,1.38,1.08,0.024,7.9,50,40,340,425159.8293,1394825.16,12.6116,107.8129,1396299.75,153697.1842,CJ
238,NN_CJ89,1.249,0.0223,0.001,8.2,19,70,310,425763.4562,1394488.943,12.6086,107.8185,1395957.411,154298.2453,CJ
144,NN_CJ9,1.035,0.023,0.001,7.4,41,90,260,423978.7724,1402003.836,12.6765,107.8021,1403497.438,152603.7638,CJ
199,NN_CJ90,1.978,0.0278,0.005,8.3,213,40,550,426615.2563,1395940.214,12.6218,107.8262,1397402.088,155150.9507,CJ
257,NN_CJ91,1.907,0.0262,0.01,8.1,107,90,530,426745.0708,1395958.317,12.6219,107.8275,1397418.97,155294.938,CJ
207,NN_CJ92,1.184,0.0638,0.013,7.9,115,70,300,427780.7259,1396167.701,12.6238,107.837,1397618.676,156333.6873,CJ
170,NN_CJ93,1.512,0.0161,0.001,7.7,95,150,410,427227.3516,1395732.76,12.6199,107.8319,1397188.565,155775.5733,CJ
233,NN_CJ94,0.845,0.0415,0.002,8.4,58,70,210,424314.5143,1395516.029,12.6179,107.8051,1396999.435,152857.5616,CJ
116,NN_CJ95,0.788,1.967,0.282,6.8,75,90,200,422699.4781,1395351.355,12.6163,107.7903,1396850.012,151239.2067,CJ
91,NN_CJ96,1.279,0.3412,0.185,6.7,144,40,320,414062.3075,1395711.927,12.6194,107.7108,1397293.516,142595.8487,CJ
35,NN_CJ97,0.484,0.9745,0.032,6,38,40,110,421532.2339,1395606.524,12.6186,107.7795,1397116.612,150073.128,CJ
374,NN_CJ98,0.589,0.1114,0.169,5.8,54,40,140,421477.7592,1395551.362,12.6181,107.779,1397061.91,150018.5937,CJ
11,NN_CJ99,0.772,0.002,0.001,6.9,91,110,200,425385.3547,1398770.477,12.6473,107.8149,1400247.127,153960.6784,CJ
83,NN_DG1,0.451,1.855,0.153,6,47,150,110,428442.359,1321020.673,11.9445,107.8448,1322386.214,156296.7849,DaGl
54,NN_DG10,0.966,0.0203,0.001,7.9,115,40,240,437584.3565,1313100.528,11.8731,107.9289,1314375.431,165376.7051,DaGl
280,NN_DG100,1.446,0.11,0.097,6.7,72,0.1,350,456898.7184,1347179.099,12.1815,108.1057,1348309.73,185019.4976,DaGl
292,NN_DG102,0.406,0.53,0.02,7.1,21,90,90,456672.4149,1347455.968,12.184,108.1036,1348588.925,184795.5529,DaGl
304,NN_DG103,1.162,0.14,0.062,6.6,48,20,280,456440.1247,1347769.72,12.1869,108.1015,1348905.092,184565.9568,DaGl
281,NN_DG104,0.847,0.046,0.06,7,63,0.1,200,456388.7746,1347794.377,12.1871,108.101,1348930.244,184514.7898,DaGl
188,NN_DG105,1.505,0.316,0.103,6.9,94,90,390,456325.4611,1347905.086,12.1881,108.1004,1349041.634,184452.4432,DaGl
189,NN_DG106,1.259,0.138,0.012,7.3,45,0.1,300,456289.4569,1348086.426,12.1897,108.1001,1349223.463,184416.4078,DaGl
74,NN_DG107,1.235,8.963,0.105,7.2,51,28,300,456124.0673,1348664.33,12.1949,108.0986,1349803.395,184257.8838,DaGl
161,NN_DG108,1.396,0.084,0.005,7.1,49,21,340,456251.6102,1349063.586,12.1986,108.0997,1350201.819,184389.2246,DaGl
391,NN_DG12,0.196,0.0181,0.033,5.2,4,70,20,428042.413,1320781.952,11.9424,107.8411,1322150.86,155894.2547,DaGl
392,NN_DG14,0.381,0.5917,0.104,5.4,30,40,80,428254.6061,1320950.446,11.9439,107.8431,1322317.612,156106.6727,DaGl
393,NN_DG16,0.243,0.0118,0.169,6.6,8,0.1,30,428569.7601,1321158.643,11.9458,107.846,1322523.176,156425.5697,DaGl
62,NN_DG18,0.226,0.2146,0.063,6.8,5,70,30,428726.5731,1321324.199,11.9473,107.8474,1322687.488,156584.0471,DaGl
394,NN_DG19,0.174,0.0096,0.036,5.3,1.5,40,10,437269.1298,1336063.357,12.0807,107.9255,1337364.011,165269.5346,DaGl
390,NN_DG2,0.757,0.1119,0.012,5.4,4,1500,30,428478.6147,1320999.077,11.9443,107.8451,1322364.267,156332.8835,DaGl
395,NN_DG20,0.224,0.7516,0.009,5.4,5,90,30,437278.137,1336032.611,12.0804,107.9256,1337333.152,165278.2694,DaGl
537,NN_DG21,0.46,0.0541,0.004,6.8,16,40,100,436410.8476,1334897.546,12.0702,107.9177,1336204.887,164399.73,DaGl
396,NN_DG22,0.196,0.0007,0.017,5.4,4,70,20,436356.4616,1334636.789,12.0678,107.9172,1335944.366,164342.9054,DaGl
397,NN_DG23,0.246,0.3019,0.036,5.4,3,0.1,30,436388.7893,1334622.278,12.0677,107.9175,1335929.544,164375.1328,DaGl
398,NN_DG24,0.199,0.0256,0.021,5,8,40,20,436387.9042,1334632.727,12.0678,107.9175,1335940.012,164374.2468,DaGl
7,NN_DG25,0.757,0.2833,0.011,6.7,55,90,190,435803.4161,1335092.428,12.0719,107.9121,1336405.519,163793.4706,DaGl
399,NN_DG26,0.242,0.0246,0.019,5.5,9,0.1,30,437626.7122,1313094.295,11.8731,107.9293,1314368.811,165419.0469,DaGl
55,NN_DG27,0.868,0.0299,0.004,6.7,45,40,210,437163.7063,1313104.469,11.8732,107.925,1314383.161,164955.6702,DaGl
13,NN_DG28,0.624,0.0076,0.001,6.5,31,70,150,437113.0892,1313067.087,11.8728,107.9245,1314346.197,164904.6661,DaGl
132,NN_DG29,0.698,0.1418,0.039,6.3,35,70,170,436601.4268,1313544.108,11.8771,107.9198,1314828.3,164396.7833,DaGl
557,NN_DG30,0.674,0.0502,0.061,5.2,13,280,170,436362.6478,1313541.536,11.8771,107.9177,1314827.874,164157.7412,DaGl
9,NN_DG31,0.486,0.0323,0.244,4.8,12,70,110,438119.1877,1320092.819,11.9364,107.9337,1321369.856,165975.1411,DaGl
400,NN_DG32,0.762,6.517,0.112,5.4,9,1500,50,438313.1467,1320249.128,11.9378,107.9354,1321524.566,166170.7062,DaGl
401,NN_DG33,0.343,0.0219,0.154,4.4,14,90,70,439078.6882,1320281.371,11.9381,107.9425,1321549.916,166937.2964,DaGl
402,NN_DG34,0.607,0.0349,0.216,3.9,16,40,140,439281.3093,1320234.873,11.9377,107.9443,1321501.54,167139.6966,DaGl
403,NN_DG35,0.373,0.0238,0.069,4.5,12,0.1,70,440497.8572,1317294.987,11.9111,107.9555,1318547.779,168330.877,DaGl
404,NN_DG36,0.169,0.0636,0.006,7,1.5,70,10,422582.3661,1317708.277,11.9145,107.7911,1319123.225,150400.5289,DaGl
405,NN_DG37,0.193,0.1111,0.056,6.2,1.5,200,10,422955.9025,1317048.832,11.9085,107.7945,1318459.685,150768.5218,DaGl
406,NN_DG38,0.229,0.0248,0.055,6.4,3,150,30,422973.6478,1317006.383,11.9081,107.7947,1318417.029,150785.9034,DaGl
118,NN_DG39,0.286,0.2245,0.035,6.2,3,90,50,430207.5619,1314899.384,11.8892,107.8611,1316242.542,158008.5663,DaGl
4,NN_DG4,0.283,0.433,0.323,6,25,40,50,429745.7334,1322040.823,11.9538,107.8566,1323395.637,157601.3371,DaGl
111,NN_DG40,0.318,0.1709,0.036,6.4,1.5,150,60,431218.0442,1314917.967,11.8894,107.8704,1316252.04,159020.2704,DaGl
407,NN_DG41,0.29,0.0532,0.039,5.5,13,40,50,427582.434,1314936.581,11.8895,107.837,1316303.431,155381.0021,DaGl
408,NN_DG42,0.174,0.0007,0.015,5.2,1.5,40,10,426135.545,1315654.176,11.896,107.8237,1317034.834,153932.5657,DaGl
409,NN_DG43,0.45,0.0007,0.015,5.6,1.5,0.1,90,423884.7622,1316759.179,11.9059,107.803,1318161.333,151695.7823,DaGl
410,NN_DG44,0.753,0.0007,0.01,5.2,1.5,1500,10,423564.5374,1317210.143,11.91,107.8001,1318615.679,151379.2782,DaGl
411,NN_DG45,0.275,0.0007,0.014,5.9,1.5,280,23,423564.584,1317228.58,11.9102,107.8001,1318634.136,151379.4912,DaGl
412,NN_DG46,0.197,0.0007,0.005,6.3,1.5,90,20,423197.8485,1316042.199,11.8994,107.7968,1317449.767,151001.6508,DaGl
8,NN_DG47,0.452,0.028,0.026,6.6,29,40,100,424635.5606,1317139.855,11.9094,107.8099,1318535.647,152450.832,DaGl
2,NN_DG48,0.514,0.0174,0.031,6.5,28,70,120,424566.3466,1317293.664,11.9108,107.8093,1318690.248,152381.543,DaGl
538,NN_DG49,0.49,0.0007,0.001,6.6,26,40,110,422854.3596,1317574.532,11.9133,107.7936,1318986.878,150671.6132,DaGl
536,NN_DG5,0.843,0.5271,0.006,6.5,61,70,210,426862.2338,1319454.298,11.9303,107.8303,1320832.467,154700.8096,DaGl
413,NN_DG50,0.443,0.0007,0.001,6.7,14,0.1,90,422805.7484,1317497.837,11.9126,107.7931,1318910.537,150622.2562,DaGl
414,NN_DG51,0.512,0.0007,0.02,4.6,20,0.1,110,432310.8021,1344493.523,12.1568,107.8798,1345848.233,160383.5798,DaGl
415,NN_DG52,0.23,0.0007,0.012,5.5,1.5,150,30,430946.3366,1344060.342,12.1529,107.8673,1345427.168,159017.7045,DaGl
416,NN_DG53,0.619,0.0007,0.086,4.7,1.5,280,150,431254.8826,1344136.443,12.1536,107.8701,1345500.507,159323.2823,DaGl
539,NN_DG54,0.458,0.0239,0.001,7.5,35,150,110,432418.5349,1344010.855,12.1525,107.8808,1345364.076,160486.9791,DaGl
51,NN_DG55,0.987,0.5697,0.003,7.5,108,200,270,432421.5441,1344004.702,12.1524,107.8808,1345357.889,160489.9348,DaGl
78,NN_DG56,0.823,0.0007,0.001,7.1,79,430,210,432106.5454,1343750.384,12.1501,107.878,1345106.209,160172.2709,DaGl
158,NN_DG57,1.49,0.0092,0.001,7.1,150,15,370,422249.3748,1336335.367,12.0828,107.7876,1337773.792,150236.5439,DaGl
417,NN_DG58,0.39,0.0027,0.12,5.5,14,40,80,420131.1927,1326778.427,11.9964,107.7683,1328225.613,148028.8271,DaGl
418,NN_DG59,0.341,0.0007,0.001,5.8,24,70,70,421365.8541,1324636.515,11.9771,107.7797,1326070.109,149245.4006,DaGl
25,NN_DG6,0.792,1.899,0.017,6.6,35,40,190,427016.8057,1319561.469,11.9313,107.8317,1320938.355,154856.5156,DaGl
419,NN_DG60,0.234,0.0007,0.151,5.3,1.5,40,30,421474.7465,1324630.084,11.977,107.7807,1326062.682,149354.3549,DaGl
420,NN_DG61,0.743,0.0007,0.22,5.4,20,70,180,423176.6825,1317002.179,11.9081,107.7965,1318410.988,150989.1224,DaGl
540,NN_DG62,0.684,0.0108,0.001,7,68,70,170,424148.1559,1317051.964,11.9086,107.8055,1318452.06,151962.1048,DaGl
421,NN_DG63,0.238,0.002,0.009,5.5,11,200,30,424458.1053,1316359.822,11.9023,107.8083,1317756.369,152266.1459,DaGl
38,NN_DG64,0.278,0.0428,0.001,5.6,16,150,50,454561.9892,1345142.358,12.1631,108.0843,1346292.754,182661.9609,DaGl
541,NN_DG65,0.708,0.062,0.002,6.1,82,90,180,455036.0356,1344769.843,12.1597,108.0887,1345915.547,183136.423,DaGl
61,NN_DG66,0.37,0.0352,0.01,5.8,17,9300,60,456748.6193,1345824.281,12.1693,108.1043,1346955.126,184856.7782,DaGl
168,NN_DG67,2.129,0.0368,0.002,6.5,131,0.1,600,457094.8916,1346966.801,12.1796,108.1066,1348095.439,185116.2133,DaGl
298,NN_DG68,1.627,0.4409,0.007,6.5,67,40,410,457079.7017,1346914.588,12.1791,108.1074,1348043.322,185198.1973,DaGl
239,NN_DG70,0.67,0.9594,0.113,6.5,166,2000,540,457040.5838,1347037.551,12.1802,108.107,1348166.751,185160.1798,DaGl
92,NN_DG71,0.592,0.0361,0.002,6.5,42,150,150,457843.0446,1345911.807,12.1701,108.1144,1347032.642,185952.9513,DaGl
267,NN_DG72,2.011,0.6378,0.006,6.3,173,40,560,456352.6746,1347911.191,12.1881,108.1007,1349047.493,184479.7366,DaGl
283,NN_DG73,1.235,0.5351,0.078,6.5,71,70,310,456054.7388,1348793.485,12.1961,108.0979,1349933.302,184189.6879,DaGl
224,NN_DG74,1.315,0.1722,0.003,6.9,76,150,350,456060.6925,1348732.023,12.1956,108.098,1349871.732,184195.6467,DaGl
219,NN_DG75,1.423,0.0409,0.013,6.8,69,28,350,457441.2625,1346096.741,12.1717,108.1107,1347221.438,185552.529,DaGl
69,NN_DG76,0.509,0.1725,0.005,6.8,25,90,120,457420.1376,1346121.353,12.172,108.1105,1347246.266,185529.6816,DaGl
70,NN_DG77,1.885,0.0434,0.031,7.4,129,40,500,457364.9952,1349802.465,12.2052,108.11,1350931.049,185510.397,DaGl
220,NN_DG78,0.579,0.0366,0.279,6.7,38,0.1,130,457305.2145,1346084.647,12.1716,108.1095,1347210.587,185416.2526,DaGl
187,NN_DG79,0.439,0.0353,0.004,6.3,20,0.1,90,457405.0054,1346109.084,12.1718,108.1079,1347234.126,185245.146,DaGl
47,NN_DG8,0.448,0.24,0.046,6,37,40,100,426470.6354,1318929.812,11.9256,107.8267,1320310.96,154304.0511,DaGl
159,NN_DG80,0.802,4.368,0.058,6.9,64,7,190,457489.8187,1346228.795,12.1729,108.1112,1347353.158,185602.344,DaGl
241,NN_DG82,0.405,0.082,0.016,6.8,17,0.1,80,457501.5084,1345949.168,12.1704,108.1113,1347073.183,185611.4666,DaGl
221,NN_DG83,0.447,0.108,0.016,6.7,38,43,100,457444.5639,1346290.313,12.1735,108.1107,1347415.146,185557.6174,DaGl
73,NN_DG85,1.925,0.047,0.004,6.9,127,0.1,500,457580.3509,1346121.123,12.172,108.112,1347244.559,185691.9615,DaGl
71,NN_DG86,1.117,0.056,0.004,6.8,59,23,270,457516.9143,1346151.94,12.1722,108.1114,1347275.987,185628.7545,DaGl
222,NN_DG87,1.035,0.042,0.007,6.5,51,28,250,457544.2041,1346210.281,12.1728,108.1117,1347334.126,185656.6055,DaGl
186,NN_DG88,0.852,0.2057,0.015,6.6,48,0.1,200,457513.9709,1346207.252,12.1727,108.1114,1347331.373,185626.3184,DaGl
66,NN_DG89,0.501,0.9544,0.033,6.5,33,9,110,457501.8793,1346207.269,12.1727,108.1113,1347331.502,185614.2166,DaGl
160,NN_DG90,0.47,0.2572,0.015,6.5,13,20,100,457480.8252,1346281.043,12.1734,108.1111,1347405.533,185593.8244,DaGl
216,NN_DG92,0.615,0.16,0.007,6.5,25,15,140,457432.4946,1346305.694,12.1736,108.1106,1347430.651,185545.6796,DaGl
242,NN_DG94,0.99,0.1543,0.029,6.7,58,90,250,456989.2767,1347092.933,12.1807,108.1065,1348222.654,185109.3392,DaGl
300,NN_DG96,1.506,14.511,2.71,6.7,60,21,370,456965.0989,1347096.041,12.1808,108.1063,1348225.988,185085.1693,DaGl
284,NN_DG98,1.16,1.226,0.095,7.1,69,15,280,456925.9369,1347188.277,12.1816,108.106,1348318.665,185046.8243,DaGl
278,NN_DM1,2.096,0.0931,0.035,7.7,128,40,604,422761.0245,1386854.614,12.5395,107.791,1388343.452,151219.891,DMil
485,NN_DM10,0.589,0.0007,0.004,6,53,40,140,412442.8483,1374051.636,12.4235,107.6968,1375623.646,140803.7693,DMil
486,NN_DM11,0.615,0.0007,0.001,5.9,73,150,160,411863.4321,1374207.041,12.4249,107.6911,1375784.684,140190.4689,DMil
487,NN_DM12,1.243,0.0007,0.005,7,131,40,310,411545.4176,1373916.082,12.4223,107.6882,1375496.38,139869.346,DMil
488,NN_DM13,0.771,0.0007,0.001,6.1,92,40,190,411561.6347,1372302.74,12.4077,107.6885,1373881.007,139885.582,DMil
366,NN_DM14,0.525,0.0291,0.047,5.3,36,150,130,408363.6695,1377290.875,12.4527,107.6578,1378905.117,136595.9556,DMil
367,NN_DM15,0.272,0.0343,0.005,5.4,25,90,50,404269.3942,1376618.877,12.4465,107.6212,1378270.93,132610.134,DMil
489,NN_DM16,0.811,0.0007,0.001,5.8,43,70,200,405174.2236,1377178.252,12.4516,107.6295,1378822.447,133521.3341,DMil
490,NN_DM17,0.319,0.0287,0.002,6.8,20,40,60,403119.8409,1377483.151,12.4543,107.6106,1379147.099,131467.3343,DMil
491,NN_DM18,0.941,0.0275,0.018,6.6,88,90,240,412467.5573,1388830.911,12.5571,107.6963,1390419.79,140933.661,DMil
492,NN_DM19,0.342,0.0335,0.001,7.1,23,70,70,404511.1777,1379503.01,12.4726,107.6233,1381156.276,132879.4354,DMil
277,NN_DM2,2.095,0.0624,0.002,7.7,15,40,603,422761.0245,1386854.614,12.5395,107.791,1388343.452,151219.891,DMil
493,NN_DM20,0.978,0.0483,0.001,7.5,96,90,250,409855.099,1387755.79,12.5473,107.6723,1389368.254,138307.9376,DMil
562,NN_DM21,0.612,0.026,0.001,6.8,52,0.1,140,411604.1061,1385175.196,12.5241,107.6884,1386768.039,140034.4844,DMil
494,NN_DM22,0.9,0.0377,0.004,6.6,67,40,220,412063.7389,1387383.245,12.544,107.6926,1388974.287,140515.6135,DMil
157,NN_DM23,0.804,0.2429,0.003,8.6,8,40,190,412094.7283,1387644.352,12.5464,107.6927,1389235.402,140525.6761,DMil
495,NN_DM25,0.439,0.0265,0.003,6.4,34,70,100,411850.5783,1380878.445,12.4852,107.6914,1382463.961,140302.2057,DMil
368,NN_DM27,0.241,0.0361,0.001,6.9,11,0.1,30,414973.0361,1384031.107,12.5138,107.7195,1385590.687,143396.444,DMil
162,NN_DM29,1.275,0.0441,0.001,8.1,6,90,320,417206.4321,1381655.364,12.4924,107.7401,1383191.103,145609.871,DMil
225,NN_DM3,1.244,0.0136,0.005,6.8,15,200,336,422761.0245,1386854.614,12.5395,107.791,1388343.452,151219.891,DMil
496,NN_DM30,1.021,0.022,0.004,6,67,40,250,416432.6264,1381368.745,12.4898,107.733,1382911.482,144832.4809,DMil
497,NN_DM31,0.28,0.0357,0.004,7.1,12,90,50,402899.7204,1377044.45,12.4503,107.6086,1378709.939,131242.8061,DMil
93,NN_DM32,1.168,0.0398,0.004,8.6,16,150,304,400015.5984,1372675.223,12.4107,107.5822,1374362.491,128313.9788,DMil
369,NN_DM33,0.222,0.0007,0.01,6.2,1.5,40,26,400141.7164,1372459.677,12.4088,107.5844,1374145.492,128547.4774,DMil
370,NN_DM35,0.198,0.0007,0.006,8.3,3,15,16,402417.4417,1374633.761,12.4285,107.6042,1376300.844,130737.2167,DMil
498,NN_DM36,0.923,0.0168,0.001,7.3,81,90,235,401429.527,1373662.963,12.4197,107.5952,1375338.153,129738.949,DMil
499,NN_DM37,0.342,0.0379,0.001,6.6,27,90,72,403463.8956,1371440.48,12.3997,107.6142,1373093.816,131775.8113,DMil
500,NN_DM39,0.568,0.0142,0.001,6.7,51,9,130,403259.9708,1370977.137,12.3955,107.6121,1372631.824,131546.3883,DMil
155,NN_DM4,1.804,0.3704,0.156,6.9,51,150,514,422761.0245,1386854.614,12.5395,107.791,1388343.452,151219.891,DMil
501,NN_DM40,1.27,0.0738,0.001,7.7,133,40,317,405735.2196,1375105.222,12.4329,107.6347,1376741.631,134063.4648,DMil
371,NN_DM41,0.194,0.0283,0.007,6,3,40,17,405891.2351,1376086.533,12.4417,107.6361,1377722.652,134228.9146,DMil
502,NN_DM42,0.496,0.0205,0.005,6.3,35,90,118,404007.4594,1376862.514,12.4487,107.6186,1378517.333,132333.6153,DMil
372,NN_DM43,0.404,0.0189,0.008,6.7,19,0.1,80,403944.714,1377065.54,12.4505,107.6181,1378721.197,132280.0406,DMil
373,NN_DM44,0.903,0.028,0.124,4.3,9,70,220,404384.1547,1376618.497,12.4465,107.6223,1378269.467,132725.0301,DMil
3,NN_DM45,0.438,7.984,0.21,5.8,155,2300,420,420692.5364,1385554.276,12.5277,107.7709,1387061.326,149015.164,DMil
206,NN_DM46,1.504,0.0847,0.003,7,19,70,380,422541.0904,1387018.071,12.541,107.789,1388509.176,151001.2699,DMil
177,NN_DM47,1.73,0.0597,0.004,9.1,5,40,440,422224.5659,1387184.864,12.5425,107.7861,1388679.157,150685.9847,DMil
193,NN_DM48,1.943,0.0419,0.011,6.9,204,75,550,424594.521,1387258.428,12.5432,107.8079,1388730.29,153059.2043,DMil
287,NN_DM49,2.116,0.0223,0.008,7.4,270,43,670,424816.2727,1387324.219,12.5438,107.8099,1388794.045,153281.8191,DMil
482,NN_DM5,0.874,0.0083,0.001,6.5,73,150,230,416288.1391,1377362.079,12.4536,107.7317,1378901.649,144649.9808,DMil
49,NN_DM50,2.175,0.0126,0.027,7.4,38,23,660,425548.962,1387452.597,12.545,107.8167,1388915.6,154016.5123,DMil
48,NN_DM51,1.086,0.0288,0.008,7.8,118,150,290,421884.3518,1386411.419,12.5355,107.783,1387908.098,150338.0547,DMil
10,NN_DM52,1.73,0.0007,0.021,7.2,125,23,440,421118.7347,1385743.622,12.5295,107.776,1387246.836,149565.2607,DMil
244,NN_DM53,1.29,0.0175,0.001,8.7,11,21,310,420162.8233,1385054.861,12.5232,107.7672,1386566.385,148601.7623,DMil
36,NN_DM54,1.666,0.1313,0.009,7.7,99,28,420,421152.1119,1385804.988,12.53,107.7763,1387307.953,149599.2568,DMil
6,NN_DM6,1.127,0.1335,0.025,6.5,119,40,280,417416.8701,1377116.069,12.4514,107.7421,1378644.715,145777.6649,DMil
171,NN_DM7,1.77,1.481,0.219,6.6,377,1500,960,417742.3077,1377926.388,12.4587,107.7451,1379452.874,146111.1126,DMil
483,NN_DM8,1.33,0.1031,0.003,7,146,70,340,416127.4888,1377156.66,12.4517,107.7303,1378697.512,144487.211,DMil
484,NN_DM9,0.983,0.8925,0.042,6.6,83,150,260,416183.5145,1377731.132,12.4569,107.7308,1379272.107,144548.7195,DMil
305,NN_DR1,0.194,0.0007,0.001,7,6,90,20,386786.7231,1311170.225,11.8543,107.4627,1312899.732,114502.3309,DRl
551,NN_DR10,0.26,0.0605,0.026,5.4,9,40,40,380107.1269,1317489.515,11.9112,107.4012,1319287.834,107870.5855,DRl
94,NN_DR11,0.55,0.0094,0.028,6.7,5,0.1,118,379970.5426,1317388.645,11.9103,107.3999,1319188.058,107732.9007,DRl
313,NN_DR12,0.358,0.0007,0.02,4.9,11,40,70,399057.9413,1321658.48,11.9495,107.575,1323290.853,126884.1424,DRl
314,NN_DR13,0.245,0.011,0.015,5.9,4,70,36,386038.5503,1320674.822,11.9402,107.4555,1322423.839,113838.9131,DRl
315,NN_DR14,0.193,0.0315,0.05,5.6,4,75,19,387415.2811,1320657.359,11.9401,107.4682,1322393.886,115217.3302,DRl
441,NN_DR15,0.304,0.026,0.002,6,17,150,59,384262.3398,1322254.991,11.9544,107.4381,1324022.235,111960.4986,DRl
